date,game,season,tournament,gameLength,firstPoints,firstNick,secondPoints,secondNick,thirdPoints,thirdNick,fourthPoints,fourthNick
12/09/2017,529,2,,H,11.0,Fer,-27.0,Koki,-55.0,Michael,71.0,Naoko
12/09/2017,530,2,,H,-24.0,Fer,71.0,Koki,3.0,Michael,-50.0,Naoko
12/09/2017,531,2,,H,-30.0,Chiwi,41.0,Lucio,-17.0,Luli,6.0,Mauro
12/09/2017,532,2,,H,-37.0,Chiwi,8.0,Luli,-14.0,Mati G. (minimati),43.0,Pablo (2de6)
13/09/2017,533,2,,H,18.0,JC,-21.0,Lucas,-52.0,Luli,55.0,Nico
13/09/2017,534,2,,H,-34.0,JC,5.0,Lucas,48.0,Luli,-19.0,Nico
13/09/2017,535,2,,H,-39.0,Duro,11.0,Fer,-26.0,Michael,54.0,Romo
14/09/2017,536,2,19,H,51.4,Nico,18.7,Romo,-51.5,Pato,-18.6,Fran
14/09/2017,537,2,19,H,15.2,Cristian (CL),56.2,Dario,-20.4,Haku/Kozi,-51.0,Sebas (CO)
15/09/2017,538,2,,H,-52.0,Aldana,11.0,Duro,51.0,Fer,-10.0,Romo
15/09/2017,539,2,,H,-26.0,Duro,6.0,Fer,-16.0,Lucio,36.0,Romo
15/09/2017,540,2,,H,-28.0,Facu (UY),-57.0,JC,10.0,Lucas,75.0,Luli
15/09/2017,541,2,19,H,-37.4,Facu (UY),-15.3,Fer,42.7,Guile,10.0,Wapuro
15/09/2017,542,2,19,H,21.5,Cristian (CL),-49.5,Facu (UY),43.7,Figo/Iori,-15.7,Fran
15/09/2017,543,2,19,H,-11.3,Adrian,46.4,Mauro,20.4,Pato,-55.5,Sebas (CO)
15/09/2017,544,2,19,H,13.2,Chiwi,-45.2,Facu (UY),-8.9,Ini,40.9,Kime
16/09/2017,545,2,,T,50.0,Koki,13.0,Lucas,-48.0,Mati G. (minimati),-15.0,Naoko
16/09/2017,546,2,,T,41.0,Alejandro,-17.0,Dario,6.0,Luli,-30.0,Romo
16/09/2017,547,2,,H,-24.0,Lucas,56.0,Lucio,-42.0,Mati G. (minimati),10.0,Michael
16/09/2017,548,2,,H,6.0,Akito,-54.0,Jess,-16.0,Lucio,64.0,Michael
16/09/2017,549,2,,H,-12.0,Alejandro,51.0,Dario,-60.0,Luli,21.0,Romo
16/09/2017,550,2,,H,-35.0,Adrian,49.0,Figo/Iori,-24.0,Koki,10.0,Naoko
16/09/2017,551,2,,H,6.0,Adrian,-18.0,Figo/Iori,51.0,Koki,-39.0,Naoko
16/09/2017,552,2,,H,7.0,Adrian,50.0,Lucas,-19.0,Lucio,-38.0,Luli
16/09/2017,553,2,,H,-19.0,Figo/Iori,2.0,Lucas,70.0,Mauro,-53.0,Pato
16/09/2017,554,2,,H,17.0,Adrian,53.0,Lucio,-51.0,Luli,-19.0,Mauro
16/09/2017,555,2,,H,60.0,Figo/Iori,-15.0,Lucas,17.0,Lucio,-62.0,Pato
16/09/2017,556,2,,H,53.0,Adrian,-26.0,Figo/Iori,-41.0,Lucio,14.0,Luli
17/09/2017,557,2,19,H,-14.8,Azul,-42.5,Lucas,8.2,Mauro,49.1,Romo
17/09/2017,558,2,19,H,-49.1,Akito,-21.6,Azul,22.6,Kime,48.1,Haku/Kozi
18/09/2017,559,2,19,H,18.3,Akito,57.3,Lucas,-18.4,Pedro,-57.2,Sebas (CO)
18/09/2017,560,2,,H,7.0,Figo/Iori,-18.0,Mauro,42.0,Nico,-31.0,Sebas (CO)
18/09/2017,561,2,19,H,16.1,Figo/Iori,-51.7,Guile,-8.1,Mauro,43.7,Nico
18/09/2017,562,2,,H,-21.0,Ini,7.0,JC,-47.0,Lucas,61.0,Mauro
18/09/2017,563,2,,H,48.0,Ini,-39.0,JC,-22.0,Lucas,13.0,Mauro
19/09/2017,564,2,,H,-24.0,Fer,58.0,Figo/Iori,-43.0,Ini,9.0,Pablo (2de6)
19/09/2017,565,2,,T,-14.0,Figo/Iori,-37.0,Ini,7.0,Lucas,44.0,Mati G. (minimati)
19/09/2017,566,2,,T,57.0,Enio,-17.0,Lucio,3.0,Luli,-43.0,Michael
19/09/2017,567,2,,H,11.0,Ini,-35.0,JC,43.0,Lucas,-19.0,Lucio
19/09/2017,568,2,,H,-10.0,Ini,47.0,JC,17.0,Lucas,-54.0,Lucio
20/09/2017,569,2,,H,10.0,Adrian,47.0,Alejandro,-34.0,Fer,-23.0,Lucas
20/09/2017,570,2,,H,55.0,Alejandro,-36.0,Lucas,-22.0,Lucio,3.0,Michael
20/09/2017,571,2,,H,7.0,Alejandro,-35.0,Duro,47.0,Lucas,-19.0,Lucio
20/09/2017,572,2,,H,-48.0,Adrian,-17.0,Fer,48.0,Luli,17.0,Nico
20/09/2017,573,2,19,H,11.1,Adrian,48.1,Cristian (CL),-14.9,Fer,-44.3,Jess
20/09/2017,574,2,,H,56.0,Dario,-32.0,Fernando A,-46.0,Ini,22.0,JC
20/09/2017,575,2,,H,6.0,Dario,67.0,JC,-43.0,Lucas,-30.0,Lucio
20/09/2017,576,2,,H,-15.0,Dario,52.0,JC,-50.0,Lucas,13.0,Lucio
20/09/2017,577,2,,H,20.0,Dario,-16.0,JC,-55.0,Lucas,51.0,Lucio
21/09/2017,578,2,,H,-20.0,Facu (UY),53.0,Lucio,-34.0,Luli,1.0,Sebas (CO)
21/09/2017,579,2,,H,-18.0,JC,6.0,Lucio,55.0,Luli,-43.0,Sebas (CO)
22/09/2017,580,2,,H,-34.0,JC,42.0,Lucas,-17.0,Lucio,9.0,Sebas (CO)
23/09/2017,581,2,,H,17.0,Dario,52.0,Lucas,-56.0,Lucio,-13.0,Mauro
23/09/2017,582,2,,H,41.0,Dario,11.0,Lucas,-36.0,Lucio,-16.0,Mauro
23/09/2017,583,2,,H,-22.0,JC,54.0,Lucas,-52.0,Lucio,20.0,Mauro
23/09/2017,584,2,,H,-22.0,JC,-35.0,Lucas,5.0,Lucio,52.0,Mauro
23/09/2017,585,2,,H,-20.0,Fernando A,7.0,Ini,-40.0,JC,53.0,Sebas (CO)
23/09/2017,586,2,,H,11.0,Adrian,58.0,Figo/Iori,-22.0,Mati G. (minimati),-47.0,Mauro
23/09/2017,587,2,,H,54.0,Figo/Iori,-21.0,Lucas,3.0,Lucio,-36.0,Luli
23/09/2017,588,2,,H,49.0,Adrian,-36.0,Figo/Iori,-20.0,Lucio,7.0,Mauro
23/09/2017,589,2,,H,46.0,Adrian,-19.0,Lucas,-38.0,Mati G. (minimati),11.0,Mauro
23/09/2017,590,2,,H,-12.0,Adrian,-49.0,Figo/Iori,53.0,Lucio,8.0,Mauro
24/09/2017,591,2,,H,-50.0,Adrian,-11.0,Lucio,12.0,Luli,49.0,Mauro
24/09/2017,592,2,,H,-30.0,Adrian,8.0,Lucas,-17.0,Lucio,39.0,Mauro
24/09/2017,593,2,,H,-17.0,Adrian,10.0,Lucas,40.0,Lucio,-33.0,Luli
24/09/2017,594,2,,H,-55.0,Fernando A,-13.0,Ini,16.0,JC,52.0,Sebas (CO)
26/09/2017,595,2,,H,57.0,Alejandro,-50.0,Duro,-15.0,Lucio,8.0,Luli
26/09/2017,596,2,,H,-62.0,Chiwi,-33.0,Enio,79.0,Figo/Iori,16.0,Michael
26/09/2017,597,2,,H,-33.0,Alejandro,50.0,Lucas,-21.0,Lucio,4.0,Mauro
26/09/2017,598,2,,H,-13.0,Duro,11.0,Fer,41.0,Luli,-39.0,Nicolas (old)
26/09/2017,599,2,,H,13.0,Chiwi,-57.0,Enio,59.0,Mauro,-15.0,Michael
26/09/2017,600,2,,H,89.0,Figo/Iori,-7.0,Lucas,-50.0,Lucio,-32.0,Romo
27/09/2017,601,2,,H,-19.0,Aldana,3.0,Duro,-33.0,Fer,49.0,Michael
27/09/2017,602,2,19,H,-7.8,Davy,12.2,Jess,-40.1,Mauro,35.7,Pedro
28/09/2017,603,2,19,H,50.9,Facu (UY),-71.1,Haku/Kozi,-0.5,Lucas,20.7,Mati
28/09/2017,604,2,19,H,23.7,Azul,-59.1,Guile,-30.9,Jess,66.3,Mati
28/09/2017,605,2,19,H,19.1,Azul,-12.0,Chiwi,-53.1,Fernando A,46.0,Pato
28/09/2017,606,2,,H,-40.0,Facu (UY),-24.0,JC,52.0,Lucio,12.0,Sebas (CO)
30/09/2017,607,2,,H,-14.0,Duro,44.0,Lucas,11.0,Lucio,-41.0,Luli
30/09/2017,608,2,,H,10.0,Duro,-30.0,Lucas,61.0,Lucio,-41.0,Romo
30/09/2017,609,2,,H,-25.0,Aldana,47.0,Koki,15.0,Luli,-37.0,Naoko
30/09/2017,610,2,,H,-40.0,Duro,-28.0,Fer,13.0,Lucio,55.0,Romo
30/09/2017,611,2,,H,5.0,Aldana,-17.0,Koki,-30.0,Lucas,42.0,Naoko
30/09/2017,612,2,,H,-23.0,Adrian,12.0,Dario,49.0,Michael,-38.0,Romo
30/09/2017,613,2,,H,-23.0,Adrian,13.0,Dario,51.0,Figo/Iori,-41.0,Michael
30/09/2017,614,2,,H,-29.0,Adrian,-57.0,Dario,83.0,Figo/Iori,3.0,Michael
30/09/2017,615,2,,T,16.0,Adrian,-50.0,Fer,60.0,Lucio,-26.0,Luli
30/09/2017,616,2,,H,48.0,Adrian,-20.0,Lucas,13.0,Lucio,-41.0,Luli
30/09/2017,617,2,,H,1.0,Adrian,76.0,Lucas,-50.0,Lucio,-27.0,Luli
30/09/2017,618,2,,H,56.0,Adrian,-46.0,Lucas,-16.0,Lucio,6.0,Luli
01/10/2017,619,2,19,H,-49.1,Akito,-9.1,Dario,42.3,Ini,15.9,Romo
01/10/2017,620,2,19,H,46.7,Adrian,-50.2,Akito,19.3,Figo/Iori,-15.8,Wapuro
02/10/2017,621,2,,H,-40.0,Fernando A,14.0,JC,44.0,Haku/Kozi,-18.0,Nico
03/10/2017,622,2,,H,-32.0,Dario,-45.0,JC,15.0,Nico,62.0,Pato
03/10/2017,623,2,,H,-42.0,Dario,1.0,Facu (UY),-22.0,JC,63.0,Juan M.
03/10/2017,624,2,,H,-65.0,Alejandro,12.0,Koki,-9.0,Mati G. (minimati),62.0,Naoko
03/10/2017,625,2,,H,-36.0,Alejandro,11.0,Koki,45.0,Mati G. (minimati),-20.0,Naoko
03/10/2017,626,2,,H,1.0,Aldana,-21.0,Duro,75.0,Fer,-55.0,Pablo (2de6)
03/10/2017,627,2,,H,3.0,Aldana,-13.0,Duro,52.0,Koki,-42.0,Naoko
04/10/2017,628,2,,H,-14.0,Dario,51.0,Facu (UY),-50.0,Fernando A,13.0,JC
07/10/2017,629,2,,H,-29.0,Adrian,11.0,Lucio,57.0,Michael,-39.0,Nico
07/10/2017,630,2,,H,51.0,Adrian,-54.0,Fer,12.0,Lucio,-9.0,Nico
07/10/2017,631,2,,H,-55.0,Adrian,-16.0,Lucio,15.0,Michael,56.0,Nico
07/10/2017,632,2,,H,-12.0,Dario,14.0,Koki,-51.0,Naoko,49.0,Pato
07/10/2017,633,2,,H,45.0,Dario,-34.0,Koki,-20.0,Naoko,9.0,Pato
07/10/2017,634,2,,H,54.0,Adrian,-17.0,Lucio,6.0,Nico,-43.0,Romo
07/10/2017,635,2,,H,-49.0,Alejandro,11.0,Fer,-11.0,Mati G. (minimati),49.0,Michael
09/10/2017,636,2,,H,51.0,Dario,14.0,JC,-14.0,Nico,-51.0,Sebas (CO)
09/10/2017,637,2,19,H,-50.1,Jess,25.9,Kime,-29.8,Luli,54.0,Romo
11/10/2017,638,2,,H,-18.0,Fer,6.0,Koki,50.0,Lucas Albor,-38.0,Naoko
11/10/2017,639,2,,H,-14.0,Figo/Iori,-51.0,Lucio,12.0,Mauro,53.0,Pato
11/10/2017,640,2,,H,62.0,Lucas,-27.0,Luli,15.0,Nico,-50.0,Pablo (2de6)
11/10/2017,641,2,,H,50.0,Fer,5.0,Koki,-39.0,Michael,-16.0,Naoko
11/10/2017,642,2,,H,-30.0,Figo/Iori,62.0,Koki,-40.0,Mauro,8.0,Naoko
11/10/2017,643,2,,H,-34.0,Aldana,-17.0,Lucio,43.0,Michael,8.0,Nico
11/10/2017,644,2,,T,-45.0,Figo/Iori,9.0,Michael,-17.0,Naoko,53.0,Nico
12/10/2017,645,2,,H,71.0,Dario,-13.0,Fernando A,8.0,JC,-66.0,Sebas (CO)
12/10/2017,646,2,,H,19.0,Dario,-26.0,Fernando A,50.0,JC,-43.0,Sebas (CO)
12/10/2017,647,2,,H,-46.0,Adrian,27.0,Amauri (BR),40.0,Lucas,-21.0,Nico
12/10/2017,648,2,,H,35.0,Adrian,25.0,Amauri (BR),-22.0,Lucas,-38.0,Nico
12/10/2017,649,2,,H,8.0,Adrian,33.0,Amauri (BR),-13.0,Lucas,-28.0,Nico
13/10/2017,650,2,,H,-10.0,Amauri (BR),13.0,Dario,-29.0,Kime,26.0,Lucas
14/10/2017,651,2,,H,37.0,Figo/Iori,-20.0,Lucas,14.0,Lucio,-31.0,Romo
14/10/2017,652,2,,H,-30.0,Koki,46.0,Lucas,26.0,Lucio,-42.0,Romo
14/10/2017,653,2,,H,38.0,Adrian,21.0,Figo/Iori,-17.0,Lucas,-42.0,Lucio
14/10/2017,654,2,,H,22.0,Alejandro,-3.0,Koki,-53.0,Naoko,34.0,Romo
14/10/2017,655,2,,H,5.0,Akito,-45.0,Juli F,57.0,Michael,-16.0,Pedro
14/10/2017,656,2,,H,16.0,Juli F,43.0,Mati G. (minimati),-48.0,Michael,-11.0,Pedro
14/10/2017,657,2,,H,-39.0,Adrian,15.0,Alejandro,-14.0,Figo/Iori,38.0,Naoko
14/10/2017,658,2,,H,-16.0,Alejandro,54.0,Koki,-46.0,Mati G. (minimati),7.0,Pedro
14/10/2017,659,2,,H,-30.0,Adrian,-30.0,Lucas,44.0,Lucio,17.0,Luli
14/10/2017,660,2,,H,12.0,Adrian,39.0,Lucas,-31.0,Lucio,-19.0,Nico
14/10/2017,661,2,,H,45.0,Adrian,14.0,Lucas,-21.0,Lucio,-38.0,Nico
14/10/2017,662,2,,H,14.0,Adrian,37.0,Lucas,-37.0,Lucio,-14.0,Nico
17/10/2017,663,2,,H,-42.0,Alejandro,54.0,Lucas,8.0,Lucio,-19.0,Luli
17/10/2017,664,2,,H,-12.0,Chiwi,-45.0,Fer,23.0,Figo/Iori,15.0,Mati G. (minimati)
17/10/2017,665,2,,H,32.0,Lucas,-32.0,Lucio,-14.0,Mauro,13.0,Michael
17/10/2017,666,2,,H,15.0,Alejandro,-12.0,Chiwi,44.0,Luli,-47.0,Mati G. (minimati)
17/10/2017,667,2,,H,-47.0,Fer,72.0,Figo/Iori,-2.0,Mauro,-23.0,Michael
18/10/2017,668,2,19,H,-16.0,Adrian,-37.3,Fran,6.5,Kime,46.8,Nico
21/10/2017,669,2,,H,-18.0,Adrian,-38.0,Fer,47.0,Luli,9.0,Nico
22/10/2017,670,2,19,H,-57.2,Chiwi,49.2,Figo/Iori,15.0,Mati,-7.0,Pato
22/10/2017,671,2,19,H,24.0,Cristian (CL),-49.8,Mauro,-28.7,Pedro,54.5,Wapuro
23/10/2017,672,2,19,H,-60.8,Azul,55.9,Dario,19.8,Lucas,-14.9,Romo
24/10/2017,673,2,,H,-7.0,Alejandro,44.0,Koki,-53.0,Mati G. (minimati),16.0,Naoko
24/10/2017,674,2,,H,14.0,Figo/Iori,34.0,Koki,-29.0,Lucas,-18.0,Naoko
24/10/2017,675,2,,H,-36.0,Chiwi,17.0,Fer,-11.0,Lucio,31.0,Luli
24/10/2017,676,2,,H,13.0,Alejandro,-35.0,Mati G. (minimati),-20.0,Mauro,43.0,Michael
24/10/2017,677,2,,H,-36.0,Chiwi,33.0,Koki,12.0,Lucas,-9.0,Naoko
24/10/2017,678,2,,H,-16.0,Chiwi,-33.0,Koki,32.0,Lucas,17.0,Naoko
24/10/2017,679,2,,H,32.0,Fer,-15.0,Figo/Iori,14.0,Lucio,-31.0,Luli
25/10/2017,680,2,,H,-16.0,Aldana,6.0,Fer,46.0,Michael,-37.0,Pablo (2de6)
28/10/2017,681,2,,H,-1.0,Figo/Iori,40.0,Mati,-35.0,Michael,-24.0,Nico
28/10/2017,682,2,,H,11.0,Figo/Iori,37.0,Lucio,-14.0,Mati,-34.0,Nico
28/10/2017,683,2,,H,-30.0,Fer,36.0,Figo/Iori,-16.0,Lucio,10.0,Nico
28/10/2017,684,2,,H,-32.0,Alejandro,15.0,Koki,-21.0,Mati G. (minimati),39.0,Naoko
28/10/2017,685,2,,H,-42.0,Alejandro,18.0,Koki,-6.0,Mati G. (minimati),31.0,Naoko
28/10/2017,686,2,,H,12.0,Fer,42.0,Koki,-37.0,Lucio,-16.0,Naoko
28/10/2017,687,2,,H,-26.0,Adrian,23.0,Alejandro,23.0,Figo/Iori,-39.0,Mati G. (minimati)
30/10/2017,688,2,,T,-14.0,Duro,-28.0,Lucio,8.0,Luli,34.0,Romo
30/10/2017,689,2,,H,50.0,Adrian,6.0,Figo/Iori,-37.0,Luli,-19.0,Michael
30/10/2017,690,2,,H,15.0,Adrian,-39.0,Figo/Iori,30.0,Lucas,-6.0,Mati G. (minimati)
30/10/2017,691,2,,H,-12.0,Adrian,34.0,Figo/Iori,17.0,Lucas,-39.0,Michael
30/10/2017,692,2,,H,-16.0,Adrian,9.0,Figo/Iori,-27.0,Lucas,34.0,Michael
01/11/2017,693,2,,H,-19.0,Alejandro,27.0,Fer,38.0,Lucio,-46.0,Mati G. (minimati)
01/11/2017,694,2,,H,-36.0,Koki,10.0,Lucas,-17.0,Luli,44.0,Naoko
01/11/2017,695,2,,H,19.0,Lucas,-4.0,Luli,-47.0,Mati G. (minimati),32.0,Naoko
01/11/2017,696,2,,H,-43.0,Alejandro,13.0,Fer,-15.0,Figo/Iori,44.0,Lucio
01/11/2017,697,2,,H,-13.0,Fer,42.0,Figo/Iori,-46.0,Lucio,16.0,Naoko
01/11/2017,698,2,,H,-36.0,Koki,-10.0,Lucas,12.0,Lucas Albor,34.0,Michael
01/11/2017,699,2,,T,27.0,Koki,-12.0,Lucas,10.0,Lucas Albor,-25.0,Michael
01/11/2017,700,2,,H,34.0,Fer,-13.0,Figo/Iori,-30.0,Luli,9.0,Naoko
01/11/2017,701,2,19,H,38.0,Fran,-49.1,Mauro,-4.7,Pato,15.8,Romo
01/11/2017,702,2,19,H,7.5,Lucas,-61.3,Mati,71.6,Nico,-17.8,Wapuro
02/11/2017,703,2,19,H,14.1,Adrian,-58.1,Azul,-19.1,Chiwi,63.1,Pedro
02/11/2017,704,2,,H,-39.0,Lucio,12.0,Luli,-22.0,Mauro,49.0,Michael
02/11/2017,705,2,,H,-36.0,Adrian,11.0,Lucas,38.0,Lucio,-13.0,Michael
02/11/2017,706,2,,H,-9.0,Adrian,-48.0,Lucas,17.0,Luli,41.0,Mauro
02/11/2017,707,2,,H,-8.0,Lucio,-46.0,Luli,19.0,Mauro,35.0,Michael
03/11/2017,708,2,,T,8.0,Angel,33.0,Duro,-13.0,Fer,-28.0,Romo
04/11/2017,709,2,19,H,-79.2,Cristian (CL),52.1,Dario,-1.2,Figo/Iori,28.3,Kime
04/11/2017,710,2,,H,20.5,Duro,33.3,Lucas,-18.4,Lucio,-35.4,Michael
04/11/2017,711,2,,H,-34.5,Duro,8.4,Figo/Iori,-21.6,Lucas,47.7,Romo
04/11/2017,712,2,,H,-17.1,Figo/Iori,29.2,Lucio,16.9,Michael,-29.0,Romo
04/11/2017,713,2,,H,27.8,Duro,-43.1,Lucas,11.1,Lucio,-15.8,Michael
04/11/2017,714,2,,H,-45.8,Duro,-20.9,Fer,43.9,Figo/Iori,22.8,Romo
04/11/2017,715,2,,H,-33.6,Duro,32.8,Figo/Iori,-16.6,Lucio,17.4,Michael
04/11/2017,716,2,,H,-39.7,Duro,33.6,Figo/Iori,-10.3,Lucio,16.4,Romo
04/11/2017,717,2,,H,-65.3,Fer,10.6,Lucas,46.1,Lucio,-11.4,Michael
06/11/2017,718,2,,H,-40.8,Dario,44.7,Facu (UY),-18.3,JC,14.4,Pato
06/11/2017,719,2,,H,19.4,Dario,-5.2,Facu (UY),33.6,JC,-47.8,Sebas (CO)
07/11/2017,720,2,,H,-19.2,Fer,21.4,Figo/Iori,39.6,Lucio,-41.8,Luli
07/11/2017,721,2,,H,-18.3,Duro,42.3,Figo/Iori,-43.3,Lucio,19.3,Michael
07/11/2017,722,2,,H,63.1,Alejandro,2.8,Marcelo,-20.7,Mati G. (minimati),-45.2,Pato
07/11/2017,723,2,,H,41.3,Dario,-45.9,Enio,-7.4,Fer,12.0,Luli
07/11/2017,724,2,,H,-39.0,Enio,17.4,Fer,41.7,Figo/Iori,-20.1,Luli
07/11/2017,725,2,,H,-14.0,Alejandro,31.9,Koki,-30.5,Mati G. (minimati),12.6,Naoko
07/11/2017,726,2,,H,36.5,Koki,-18.9,Lucas,12.6,Mauro,-30.2,Naoko
07/11/2017,727,2,,H,40.4,Koki,8.5,Lucas,-29.9,Mauro,-19.0,Naoko
07/11/2017,728,2,,H,-37.6,Koki,27.4,Lucas,-5.2,Mauro,15.4,Naoko
07/11/2017,729,2,,H,-11.0,Duro,-22.5,Emo,24.3,Lucio,9.2,Michael
08/11/2017,730,2,19,H,-60.3,Cristian (CL),44.0,Pedro,-6.0,Romo,22.3,Wapuro
08/11/2017,731,2,,H,30.2,Adrian,-19.0,Lucio,-57.9,Luli,46.7,Nico
08/11/2017,732,2,,H,47.7,Adrian,-60.2,Lucio,-21.3,Michael,33.8,Nico
08/11/2017,733,2,,H,39.5,Adrian,-69.2,Duro,27.8,Lucio,-18.1,Michael
08/11/2017,734,2,,H,15.9,Koki,43.2,Lucas,-15.7,Naoko,-43.4,Romo
08/11/2017,735,2,,H,35.6,Koki,-14.5,Lucas,12.7,Luli,-33.8,Naoko
08/11/2017,736,2,,H,-42.5,Fer,21.6,Koki,40.0,Naoko,-19.1,Nico
08/11/2017,737,2,,T,31.6,Lucas,16.2,Lucio,-34.2,Michael,-13.6,Romo
11/11/2017,738,2,19,H,-60.7,Dario,13.4,Kime,-17.6,Lucas,64.9,Nico
11/11/2017,739,2,,H,-14.0,Dario,35.2,Ini,21.8,JC,-43.0,Lucas
11/11/2017,740,2,,H,26.9,Dario,-40.7,Ini,-26.2,JC,40.0,Lucas
11/11/2017,741,2,,H,33.5,Dario,-49.0,Ini,-35.3,JC,50.8,Lucas
11/11/2017,742,2,,H,-13.3,Alejandro,-24.8,Figo/Iori,26.3,Mati G. (minimati),11.8,Nico
11/11/2017,743,2,,H,-4.5,Jess,16.0,Koki,33.5,Haku/Kozi,-46.0,Michael
11/11/2017,744,2,,H,58.8,Dario,-13.9,Fer,-51.7,Figo/Iori,6.8,Lucio
11/11/2017,745,2,,H,3.0,Adriel,-20.7,Koki,-50.4,Michael,68.1,Naoko
11/11/2017,746,2,,H,18.2,Adrian,-8.5,Adriel,29.4,Naoko,-39.1,Romo
11/11/2017,747,2,,H,-58.0,Fer,8.0,Figo/Iori,8.0,Lucio,42.0,Romo
11/11/2017,748,2,,H,-17.5,Alejandro,-45.5,Koki,25.2,Michael,37.8,Nico
11/11/2017,749,2,,H,25.3,Adriel,44.2,Dario,-13.5,Duro,-56.0,Naoko
11/11/2017,750,2,,H,-39.3,Adrian,38.0,Jess,19.0,Koki,-17.7,Mati G. (minimati)
11/11/2017,751,2,,H,39.6,Fer,18.6,Figo/Iori,-53.6,Lucio,-4.6,Romo
11/11/2017,752,2,,H,-35.4,Adrian,39.6,Adriel,13.8,Koki,-18.0,Naoko
11/11/2017,753,2,,H,33.4,Fer,12.4,Figo/Iori,-18.2,Lucio,-29.6,Romo
12/11/2017,754,2,,H,-12.9,JC,40.9,Lucas,12.8,Lucio,-40.8,Luli
12/11/2017,755,2,,H,50.4,Facu (UY),-12.5,Lucas,-46.3,Lucio,8.4,Luli
12/11/2017,756,2,,H,-43.0,JC,41.1,Lucio,-18.8,Luli,20.7,Pato
12/11/2017,757,2,,H,-48.2,Camilo,40.3,Duro,14.2,Michael,-6.3,Naoko
12/11/2017,758,2,,H,11.7,Duro,-34.2,Koki,39.8,Michael,-17.3,Naoko
12/11/2017,759,2,,H,-54.3,Camilo,-31.9,Duro,-2.2,Koki,88.4,Michael
12/11/2017,760,2,,H,-14.9,Adrian,18.5,Koki,-42.0,Michael,38.4,Naoko
12/11/2017,761,2,,H,19.6,Duro,-11.7,Koki,-41.1,Michael,33.2,Naoko
12/11/2017,762,2,19,H,47.7,Adrian,-21.7,Figo/Iori,-47.7,Fran,21.7,Mati
14/11/2017,763,2,,H,32.3,Alejandro,-7.5,Lucas,-45.4,Lucio,20.6,Nico
14/11/2017,764,2,,H,-25.1,Fer,61.8,Figo/Iori,12.7,Koki,-49.4,Naoko
14/11/2017,765,2,,H,-23.6,Lucas Albor,-41.4,Luli,19.4,Mati G. (minimati),45.6,Mauro
14/11/2017,766,2,,H,-46.9,Alejandro,9.1,Lucas,52.6,Nico,-14.8,Pato
14/11/2017,767,2,,H,-12.5,Enio,26.7,Figo/Iori,11.5,Koki,-25.7,Marcelo
14/11/2017,768,2,,H,-56.5,Lucas Albor,-19.9,Mati G. (minimati),51.8,Mauro,4.6,Michael
14/11/2017,769,2,,H,29.9,Lucas Albor,14.2,Mauro,-31.0,Michael,-13.1,Naoko
14/11/2017,770,2,,H,16.9,Duro,-37.1,Fer,31.3,Lucio,-11.1,Naoko
14/11/2017,771,2,,H,33.9,Fer,-15.2,Figo/Iori,-37.0,Koki,18.3,Nico
14/11/2017,772,2,,H,-21.6,Aldana,-35.6,Duro,36.7,Enio,20.5,Lucio
14/11/2017,773,2,,H,55.2,Alejandro,-27.1,Lucas,-47.8,Luli,19.7,Pato
15/11/2017,774,2,,H,2.0,Fer,-30.3,Koki,46.6,Mati G. (minimati),-18.3,Naoko
15/11/2017,775,2,,H,-40.3,Duro,-19.6,Fer,47.3,Koki,12.6,Naoko
15/11/2017,776,2,,H,12.1,Duro,-45.3,Fer,50.7,Koki,-17.5,Naoko
15/11/2017,777,2,,H,-39.1,Aldana,50.8,Fer,-15.9,Luli,4.2,Naoko
15/11/2017,778,2,,H,-20.1,Aldana,21.4,Lucas,-36.1,Luli,34.8,Michael
15/11/2017,779,2,,H,10.3,Duro,66.0,Koki,-25.8,Lucas,-50.5,Michael
17/11/2017,780,2,19,H,-43.2,Adrian,37.0,Mati,14.4,Pedro,-8.2,Wapuro
18/11/2017,781,2,,H,-45.2,Alejandro,33.9,Jess,-8.7,Lucas Albor,20.0,Lucio
18/11/2017,782,2,,H,7.0,Fer,44.4,Figo/Iori,-17.6,Lucas,-33.8,Michael
18/11/2017,783,2,,H,10.8,Jess,-33.0,Lucas Albor,-17.6,Lucio,38.8,Mati G. (minimati)
18/11/2017,784,2,,H,11.1,Alejandro,-17.2,Auca,35.0,Figo/Iori,-28.9,Lucas
18/11/2017,785,2,,H,-24.8,Alejandro,-13.3,Fer,11.8,Figo/Iori,26.3,Mati G. (minimati)
19/11/2017,786,2,,H,-11.2,Alejandro,9.1,Figo/Iori,-42.2,Ini,44.3,Lucas
19/11/2017,787,2,,H,-39.8,Alejandro,-11.7,Figo/Iori,40.5,Lucas,11.0,Lucio
19/11/2017,788,2,,H,-46.3,Figo/Iori,61.3,Ini,9.4,Lucas,-24.4,Lucio
19/11/2017,789,2,,H,25.0,Alejandro,-24.2,Ini,-12.0,Lucas,11.2,Lucio
19/11/2017,790,2,,H,-17.1,Alejandro,17.6,Figo/Iori,31.9,Lucas,-32.4,Lucio
19/11/2017,791,2,,H,36.6,Alejandro,22.3,Figo/Iori,-19.4,Ini,-39.5,Lucio
19/11/2017,792,2,,H,46.0,Figo/Iori,12.4,Ini,-48.4,Lucas,-10.0,Lucio
19/11/2017,793,2,,H,-10.6,Duro,25.6,Koki,11.5,Michael,-26.5,Naoko
